,Unnamed: 0,text,text_clean,text_preprocessed
770,770,btw moots ku ada yg polisi grammar kah? ak mw pake bing tkuttkut,ngomong ngomong moots ku yang polisi tata bahasa saya mau pakai bing tkuttkut ,"['ngomong', 'ngomong', 'moots', 'ku', 'yang', 'polisi', 'tata', 'bahasa', 'saya', 'mau', 'pakai', 'bing', 'tkuttkut']"
771,771,@JimmiManopo2 Mnrt sy ngga bang..itu becanda yg ngga lucu aj dr 2 oknum polisi..,mnrt tidak bangitu becanda tidak lucu dari oknum polisi ,"['mnrt', 'tidak', 'bangitu', 'becanda', 'tidak', 'lucu', 'dari', 'oknum', 'polisi']"
772,772,"Hadeuhhh.siapa sih yg punya gas air mata....ya jelas Polisi, gemblung bener https://t.co/6XXm296STC",hadeuhhhsiapa sih punya gas air mataya jelas polisi gemblung benar ,"['hadeuhhhsiapa', 'sih', 'punya', 'gas', 'air', 'mataya', 'jelas', 'polisi', 'gemblung', 'benar']"
773,773,@DivHumas_Polri Polisi jancok,polisi jancok ,"['polisi', 'jancok']"
774,774,"2beer! Kemaren fans muenchen, sekarang fans rayo vallecano dari spanyol, ini polisi wakanda malu gak yah? Btw itu artinya 'mereka bukan meninggal, mereka dibunuh' https://t.co/CwiSXIyuAF",beer kemarin penggemar muenchen sekarang penggemar rayo vallecano spanyol polisi wakanda malu yah ngomong ngomong artinya 'mereka bukan meninggal dibunuh' ,"['beer', 'kemarin', 'gemar', 'muenchen', 'sekarang', 'gemar', 'rayo', 'vallecano', 'spanyol', 'polisi', 'wakanda', 'malu', 'yah', 'ngomong', 'ngomong', 'arti', 'mereka', 'bukan', 'tinggal', 'bunuh', '']"
775,775,"@Pai_C1AB Merasa dirinya paling ga bersalah dlm tragedi Kanjuruhan, mereka yg pertama msuk ke stadion akhirnya Bnyk yg ikut msuk,
Nonton sendiri, rusuh sendiri.
Shrsnya yg disomasi, pihak Panpel, pihak pengaman (polisi &amp; TNI), pihak TV &amp; pihak Aremania sendiri.",merasa dirinya paling bersalah tragedi kanjuruhan pertama msuk stadion akhirnya banyak ikut msuk nonton sendiri rusuh sendiri shrsnya yang disomasi pihak panpel pihak pengaman polisi amp; tni pihak tv amp; pihak aremania sendiri ,"['rasa', 'diri', 'paling', 'salah', 'tragedi', 'kanjuruhan', 'pertama', 'msuk', 'stadion', 'akhir', 'banyak', 'ikut', 'msuk', 'nonton', 'sendiri', 'rusuh', 'sendiri', 'shrsnya', 'yang', 'somasi', 'pihak', 'panpel', 'pihak', 'kam', 'polisi', 'amp', '', 'tni', 'pihak', 'tv', 'amp', '', 'pihak', 'aremania', 'sendiri']"
776,776,@CNNIndonesia Ada gak polisi yg meninggal dunia ... ???,tidak polisi meninggal dunia ,"['tidak', 'polisi', 'tinggal', 'dunia']"
777,777,"Polisi memastikan penganiayaan yang menyebabkan siswa SMK N 7 Jember, Kecamatan Sumberbaru luka parah, bukan kasus tawuran antar pelajar. Namun peristiwa tersebut merupakan perkelahian tidak berimbang.
https://t.co/jnFRC8OeOE https://t.co/sCpd4hJmox",polisi memastikan penganiayaan menyebabkan siswa smk jember kecamatan sumberbaru luka parah bukan kasus tawuran antar pelajar peristiwa tersebut merupakan perkelahian berimbang ,"['polisi', 'pasti', 'aniaya', 'sebab', 'siswa', 'smk', 'jember', 'camat', 'sumberbaru', 'luka', 'parah', 'bukan', 'kasus', 'tawur', 'antar', 'ajar', 'peristiwa', 'sebut', 'rupa', 'kelahi', 'imbang']"
778,778,@ndiraaps paraah sii stuck gt kan nyebelinn😢 pameran apaan dirr? pantesan td kek ada bbrp titik dikawal polisi,paraah sii stuck kan nyebelinn😢 pameran apa dirr pantes tadi ada bbrp titik dikawal polisi ,"['paraah', 'sii', 'stuck', 'kan', 'nyebelinn', 'pamer', 'apa', 'dirr', 'pantes', 'tadi', 'ada', 'bbrp', 'titik', 'kawal', 'polisi']"
779,779,@maenyaroh @DivHumas_Polri Polisi anjing!,polisi anjing ,"['polisi', 'anjing']"
780,780,Polisi lalin manaaaa!!!? Ini macet di Jl. Dr. Satrio masa satpam semua yg turun ngatur! @TMCPoldaMetro @DivHumas_Polri @poldametrojaya @ListyoSigitP https://t.co/CfF7gNjaZi,polisi lalin manaaaa macet jalan satrio masa satuan semua turun ngatur ,"['polisi', 'lalin', 'manaaaa', 'macet', 'jalan', 'satrio', 'masa', 'satu', 'semua', 'turun', 'ngatur']"
781,781,"@Parrewa4 @abu_waras polisi tidur aja sekarang udah bikin kesel, apalagi...",polisi tidur sekarang membuat sebal ,"['polisi', 'tidur', 'sekarang', 'buat', 'sebal']"
782,782,"Tak Bermoral, Polisi Kasih TNI Kue Ulang Tahun yang Sudah Dijilati PJR
https://t.co/5zlnZytlZx",bermoral polisi kasih tni kue ulang tahun sudah dijilati pjr ,"['moral', 'polisi', 'kasih', 'tni', 'kue', 'ulang', 'tahun', 'sudah', 'jilat', 'pjr']"
783,783,"Presiden FIFA I Prabowo I Malaysia I Polisi I #SepakatDamai I Aremania I Reza I Manggarai I TV 43 I Mamat I Kanjuruhan I Arema I PSSI I Iwan Bule I
.
.
Merindingggg......
https://t.co/HvUOn1sC4w",presiden fifa i prabowo i malaysia i polisi i i aremania i reza i manggarai i tv i mamat i kanjuruhan i arema i pssi i iwan bule i merindingggg ,"['presiden', 'fifa', 'i', 'prabowo', 'i', 'malaysia', 'i', 'polisi', 'i', 'i', 'aremania', 'i', 'reza', 'i', 'manggarai', 'i', 'tv', 'i', 'mamat', 'i', 'kanjuruhan', 'i', 'arema', 'i', 'pssi', 'i', 'iwan', 'bule', 'i', 'merindingggg']"
784,784,"Polisi Indonesia Jadi Sorotan Dunia Akibat Gas Air Mata Tragedi Kanjuruhan: Kurang Terlatih Kendalikan Massa https://t.co/HefQ0tZNg5
#TragediKanjuruhan #UsutTuntasTragediKanjuruhan",polisi indonesia jadi sorotan dunia akibat gas air mata tragedi kanjuruhan kurang terlatih kendalikan massa ,"['polisi', 'indonesia', 'jadi', 'sorot', 'dunia', 'akibat', 'gas', 'air', 'mata', 'tragedi', 'kanjuruhan', 'kurang', 'latih', 'kendali', 'massa']"
785,785,"@KompasTV Polisi punya sop sendiri yg melanggar sop setempat adalah pernyataan ngawur dan arogan. Akibatnya ya seperti di Malang ini. Apakah polisi juga akan memaksakan sop ngawurnya itu didalam pesawat udara, di rs, atau ditempat ibadah ?",polisi punya sop sendiri melanggar sop setempat pernyataan berbicara sembarangan arogan akibatnya iya malang apakah polisi akan memaksakan sop ngawurnya didalam pesawat udara di rs ditempat ibadah ,"['polisi', 'punya', 'sop', 'sendiri', 'langgar', 'sop', 'tempat', 'nyata', 'bicara', 'sembarang', 'arogan', 'akibat', 'iya', 'malang', 'apakah', 'polisi', 'akan', 'paksa', 'sop', 'ngawurnya', 'dalam', 'pesawat', 'udara', 'di', 'rs', 'tempat', 'ibadah']"
786,786,"@keuangannews_id Ga taunya si penakut Harun ambisi nyapres.
Mau jadi apa negara kalo punya presiden jebolan polisi.... https://t.co/TE8upl8KvE",ternyata si penakut harun ambisi nyapres mau jadi apa negara kalau punya presiden jebolan polisi ,"['nyata', 'si', 'takut', 'harun', 'ambisi', 'nyapres', 'mau', 'jadi', 'apa', 'negara', 'kalau', 'punya', 'presiden', 'jebol', 'polisi']"
787,787,"terluka aja tidak motor cuma lecet, yg salah jg dia ga pake helm tp minta ganti rugi 10jt. Kalo di lapor polisi pasti dia yg sllh, enk bngt ya meres orng bu!!",terluka motor cuma lecet salah dia tidak pakai helm minta ganti rugi jt kalau lapor polisi dia sllh enk bngt iya meres orng ibu ,"['luka', 'motor', 'cuma', 'lecet', 'salah', 'dia', 'tidak', 'pakai', 'helm', 'minta', 'ganti', 'rugi', 'jt', 'kalau', 'lapor', 'polisi', 'dia', 'sllh', 'enk', 'bngt', 'iya', 'meres', 'orng', 'ibu']"
788,788,"Kapolres Batu AKBP Oskar Syamsuddin bersama dengan Pejabat Utama Polres Batu mengunjungi korban tragedi Kanjuruhan. Selasa (04/10/2022).

@polisi_indonesia 
@pidhumasbatu 
@humaspoldajatim 
@divisihumaspolri 
@satlantasresbatu 
@aremafcofficial 

#polresbatu https://t.co/QfaFdlZyyM",kapolres batu akbp oskar syamsuddin bersama pejabat utama polres batu mengunjungi korban tragedi kanjuruhan selasa ,"['kapolres', 'batu', 'akbp', 'oskar', 'syamsuddin', 'sama', 'jabat', 'utama', 'polres', 'batu', 'unjung', 'korban', 'tragedi', 'kanjuruhan', 'selasa']"
789,789,@panca66 @ListyoSigitP Polisi disana gak ada level kepangkatan macam barada brigadir atau jendral?,polisi disana ada level kepangkatan macam barada brigadir jendral ,"['polisi', 'sana', 'ada', 'level', 'pangkat', 'macam', 'barada', 'brigadir', 'jendral']"
790,790,@Save_Maltese @restyca_yah @AjiSaka99714327 @Sambo_Kaisar @Tatu_parna @alisyarief @sehat_roemah @Res_tycayah @ConnellyAL @6undul0h @_melody_mellow @Nicho_Silalahi @kr1t1kp3d45_pro @AremafcOfficial @aremadesign @mohmahfudmd @ListyoSigitP @Puspen_TNI Dokter polisi juga ada,dokter polisi ada ,"['dokter', 'polisi', 'ada']"
791,791,"Bantu Retweet yang KERAS ya Sobat ku.!!
.
.
#SaveAniesBaswedan #DeklarasiAniesPresiden #AgnezMo #PresisiPolisiTerburuk #SepakatDamai Ferdy Sambo BuzzeRp Aremania Kompolnas Jepang Bali 77 TNI Telkomsel PSSI 10 Oktober 1,5 M Mamat Oknum Reza Polisi Presiden FIFA Prabowo PA 212 https://t.co/WNc2OzkKZd",bantu retweet keras iya sobat ku ferdy sambo buzzerp aremania kompolnas jepang bali tni telkomsel pssi oktober m mamat oknum reza polisi presiden fifa prabowo apa ,"['bantu', 'retweet', 'keras', 'iya', 'sobat', 'ku', 'ferdy', 'sambo', 'buzzerp', 'aremania', 'kompolnas', 'jepang', 'bal', 'tni', 'telkomsel', 'pssi', 'oktober', 'm', 'mamat', 'oknum', 'reza', 'polisi', 'presiden', 'fifa', 'prabowo', 'apa']"
792,792,semoga polri tidak mengulur waktu dalam menuntaskan sidang etik terhadap puluhan anggota polisi yang terlibat kasus Duren Tiga. #GelarPelimpahanTahap2 kawal Segera Masuk Sidang https://t.co/cnKtp8yasi,semoga polri mengulur waktu menuntaskan sidang etik puluhan anggota polisi terlibat kasus durian tiga kawal segera masuk sidang ,"['moga', 'polri', 'ulur', 'waktu', 'tuntas', 'sidang', 'etik', 'puluh', 'anggota', 'polisi', 'libat', 'kasus', 'durian', 'tiga', 'kawal', 'segera', 'masuk', 'sidang']"
793,793,"Kapolres Batu AKBP Oskar Syamsuddin bersama dengan Pejabat Utama Polres Batu mengunjungi korban tragedi Kanjuruhan. Selasa (04/10/2022). 

@polisi_indonesia 
@pidhumasbatu 
@humaspoldajatim 
@divisihumaspolri 
@satlantasresbatu
#polresbatu https://t.co/5Qa0HkZZHQ",kapolres batu akbp oskar syamsuddin bersama pejabat utama polres batu mengunjungi korban tragedi kanjuruhan selasa ,"['kapolres', 'batu', 'akbp', 'oskar', 'syamsuddin', 'sama', 'jabat', 'utama', 'polres', 'batu', 'unjung', 'korban', 'tragedi', 'kanjuruhan', 'selasa']"
794,794,"Kepala Kepolisian Negara Republik Indonesia
mengucapkan

Dirgahayu TNI KE-77
5 Oktober 2022

Jenderal Polisi Drs. Listyo Sigit Prabowo, https://t.co/9KzPsd3kbj.
Kapolri

@puspentni

#Repost @divisihumaspolri https://t.co/lyn7fhykHW",kepala kepolisian negara republik indonesia mengucapkan dirgahayu tni ke- oktober jenderal polisi drs listyo sigit prabowo kapolri ,"['kepala', 'polisi', 'negara', 'republik', 'indonesia', 'ucap', 'dirgahayu', 'tni', 'ke-', 'oktober', 'jenderal', 'polisi', 'drs', 'listyo', 'sigit', 'prabowo', 'kapolri']"
795,795,@Arie_Kriting Mundur jabatan dan minta tanggung jawab ama aparat polisi suka culik,mundur jabatan minta tanggung jawab sama aparat polisi suka culik ,"['mundur', 'jabat', 'minta', 'tanggung', 'jawab', 'sama', 'aparat', 'polisi', 'suka', 'culik']"
796,796,"Bantu Retweet yang KERAS ya Sobat ku.!!
.
.
#SaveAniesBaswedan #DeklarasiAniesPresiden #AgnezMo #PresisiPolisiTerburuk #SepakatDamai Ferdy Sambo BuzzeRp Aremania Kompolnas Jepang Bali 77 TNI Telkomsel PSSI 10 Oktober 1,5 M Mamat Oknum Reza Polisi Presiden FIFA Prabowo PA 212 https://t.co/1wvbtEkWmz",bantu retweet keras iya sobat ku ferdy sambo buzzerp aremania kompolnas jepang bali tni telkomsel pssi oktober m mamat oknum reza polisi presiden fifa prabowo apa ,"['bantu', 'retweet', 'keras', 'iya', 'sobat', 'ku', 'ferdy', 'sambo', 'buzzerp', 'aremania', 'kompolnas', 'jepang', 'bal', 'tni', 'telkomsel', 'pssi', 'oktober', 'm', 'mamat', 'oknum', 'reza', 'polisi', 'presiden', 'fifa', 'prabowo', 'apa']"
797,797,"@NarasiNewsroom Ya emaknya sih mau mau aja kalo kata gw, jadi polisi gitu kan punya penghasilan tetap. Tapi kalo ibunya mikir nanti jadi polisi kerjanya jadi alat buat ngebungkam rakyat(ngebunuh,nyulik,Meres, dll) pasti ibunya ga mau 😬😬",iya emaknya sih mau mau kalau kata jadi polisi kan punya penghasilan tetap kalau ibunya mikir jadi polisi kerjanya jadi alat membuat ngebungkam rakyatngebunuhnyulikmeres pasti ibunya mau 😬😬 ,"['iya', 'emaknya', 'sih', 'mau', 'mau', 'kalau', 'kata', 'jadi', 'polisi', 'kan', 'punya', 'hasil', 'tetap', 'kalau', 'ibu', 'mikir', 'jadi', 'polisi', 'kerja', 'jadi', 'alat', 'buat', 'ngebungkam', 'rakyatngebunuhnyulikmeres', 'pasti', 'ibu', 'mau', '']"
798,798,"Ini biodata Hillary Brigitta Lasut lengkap nama ortu sama calon suaminya, gass samperin guys!!

Mamat Prabowo Aremania Polisi Manggarai TV 43 Lucas Kompolnas smt 3 Army Tulus Utamanya Rakyat 77 Tahun #SepakatDamai #AgnezMo #ONEPIECE1062 #JeonYeoBeen 

https://t.co/h74mEM5t6x",biodata hillary brigitta lasut lengkap nama orang sama calon suaminya gass samperin teman-teman mamat prabowo aremania polisi manggarai tv lucas kompolnas smt army tulus utamanya rakyat tahun ,"['biodata', 'hillary', 'brigitta', 'lasut', 'lengkap', 'nama', 'orang', 'sama', 'calon', 'suami', 'gass', 'samperin', 'teman', 'mamat', 'prabowo', 'aremania', 'polisi', 'manggarai', 'tv', 'lucas', 'kompolnas', 'smt', 'army', 'tulus', 'utama', 'rakyat', 'tahun']"
799,799,"Najwa Shihab akhirnya buka suara usai disenggol Nikita Mirzani terkait kritik polisi yang viral di media sosial. Najwa meminta untuk lebih fokus terhadap isu yang dibahas, bukan drama personal yang dibicarakan. https://t.co/sGqJka0foh",najwa shihab akhirnya buka suara usai disenggol nikita mirzani terkait kritik polisi viral media sosial najwa meminta lebih fokus isu dibahas bukan drama personal dibicarakan ,"['najwa', 'shihab', 'akhir', 'buka', 'suara', 'usai', 'senggol', 'nikita', 'mirzani', 'kait', 'kritik', 'polisi', 'viral', 'media', 'sosial', 'najwa', 'minta', 'lebih', 'fokus', 'isu', 'bahas', 'bukan', 'drama', 'personal', 'bicara']"
800,800,Kasus Ferdi Sambo diajukan ke kejaksaan #polisi harus #UsutTuntas kasusnya sampai keakarnya demi keadilan dan Marfah Porli terjaga.,kasus ferdi sambo diajukan kejaksaan kasusnya keakarnya keadilan marfah porli terjaga ,"['kasus', 'ferdi', 'sambo', 'aju', 'jaksa', 'kasus', 'akar', 'adil', 'marfah', 'porli', 'jaga']"
801,801,"@budregcok @collegemenfess Wkwk ya gimana ya, teman teman saya yang baja juga sebenarnya pengen kuliah tapi didesak ortu mereka buat daftar polisi dulu, akhirnya pas mereka lulus ya kuliah dan ga ada yang ngremehin ut ya mba😣",haha iya bagaimana iya teman teman yang baja sebenarnya kuliah didesak orang membuat daftar polisi dulu akhirnya mereka lulus iya kuliah tidak yang ngremehin ut iya mba😣 ,"['haha', 'iya', 'bagaimana', 'iya', 'teman', 'teman', 'yang', 'baja', 'benar', 'kuliah', 'desak', 'orang', 'buat', 'daftar', 'polisi', 'dulu', 'akhir', 'mereka', 'lulus', 'iya', 'kuliah', 'tidak', 'yang', 'ngremehin', 'ut', 'iya', 'mba']"
802,802,"@txtdrberseragam Y: Bang2, lu masuk tahanan karna apa bang ?
A: karna jilat kue
Y: hah masak cuma karna kue doang ?
A: Gue Jilat kue yg bakal di makan Petinggi polisi &amp; petinggi TNI",bang kamu masuk tahanan apa bang a jilat kue hah masak cuma kue a jilat kue bakal makan petinggi polisi amp; petinggi tni ,"['bang', 'kamu', 'masuk', 'tahan', 'apa', 'bang', 'a', 'jilat', 'kue', 'hah', 'masak', 'cuma', 'kue', 'a', 'jilat', 'kue', 'bakal', 'makan', 'petinggi', 'polisi', 'amp', '', 'petinggi', 'tni']"
803,803,"@ipou_y @VeronicaKoman @nesta_suhun Bupati Nduga, Namia Gwijangge! keluarga 4 korban saat ditemui dandim 10 sept jg katakan klo keluarga percayakan kasus ini ke polisi dan himbau warga di papua buat tdk terpedaya dg separatis yg cb memanfaatkan kasus di Mimika! Kita hrs paham kalo Inilah cara bermain separatis tuk",bupati nduga namia gwijangge keluarga korban ditemui dandim september katakan kalau keluarga percayakan kasus ke polisi himbau warga papua membuat terpedaya separatis coba memanfaatkan kasus mimika harus paham kalau inilah cara bermain separatis tuk ,"['bupati', 'nduga', 'namia', 'gwijangge', 'keluarga', 'korban', 'temu', 'dandim', 'september', 'kata', 'kalau', 'keluarga', 'percaya', 'kasus', 'ke', 'polisi', 'himbau', 'warga', 'papua', 'buat', 'daya', 'separatis', 'coba', 'manfaat', 'kasus', 'mimika', 'harus', 'paham', 'kalau', 'ini', 'cara', 'main', 'separatis', 'tuk']"
804,804,"@panca66 @ListyoSigitP Polisi wakanda mana bisa gitu bro....
Harga diri mereka udah setara harga lahan bapak mereka yg dijual berhektar2......
Mereka juga mana mikirin permintaan maaf lah,ini lah itu lah",polisi wakanda mana begitu saudara laki-laki harga diri sudah setara harga lahan bapak yang dijual berhektar juga mana mikirin permintaan maaf lahini lah lah ,"['polisi', 'wakanda', 'mana', 'begitu', 'saudara', 'laki', 'harga', 'diri', 'sudah', 'tara', 'harga', 'lahan', 'bapak', 'yang', 'jual', 'hektar', 'juga', 'mana', 'mikirin', 'minta', 'maaf', 'lahini', 'lah', 'lah']"
805,805,@navyywhite @UGM_FESS Polisi?,polisi ,['polisi']
806,806,"Lecehkan hingga Jilat Kue HUT TNI, Dua Polisi Papua Barat Ditahan https://t.co/2Yt7sbN85l",lecehkan hingga jilat kue hut tni polisi papua barat ditahan ,"['leceh', 'hingga', 'jilat', 'kue', 'hut', 'tni', 'polisi', 'papua', 'barat', 'tahan']"
807,807,"@collegemenfess Setuju. Jadi guru aja butuh bertahun-tahun biar diangkat jadi PNS, pegangannya cuma spidol sama buku. Lah ini polisi pegangannya pistol kok pendidikannya cuma lulusan SMA/SMK pelatihan beberapa bulan doang.",setuju jadi guru butuh bertahun-tahun diangkat jadi pns pegangannya cuma spidol sama buku lah polisi pegangannya pistol kok pendidikannya cuma lulusan smasmk pelatihan beberapa bulan ,"['tuju', 'jadi', 'guru', 'butuh', 'tahun', 'angkat', 'jadi', 'pns', 'pegang', 'cuma', 'spidol', 'sama', 'buku', 'lah', 'polisi', 'pegang', 'pistol', 'kok', 'didik', 'cuma', 'lulus', 'smasmk', 'latih', 'beberapa', 'bulan']"
808,808,"Seekor landak mengamuk dan masuk ke rumah seorang anggota polisi Aiptu Atma, di Kota Bukittinggi, Sumatera Barat. Landak tersebut berlari naik ke tangga dan masuk toilet rumah. RDY

#BuletiniNews #GTVNews #GTV #Landak #Polisi #Bukittinggi https://t.co/KskaYJarHk",seekor landak mengamuk masuk rumah seorang anggota polisi aiptu atma kota bukittinggi sumatera barat landak tersebut berlari naik tangga masuk toilet rumah rdy ,"['ekor', 'landak', 'amuk', 'masuk', 'rumah', 'orang', 'anggota', 'polisi', 'aiptu', 'atma', 'kota', 'bukittinggi', 'sumatera', 'barat', 'landak', 'sebut', 'lari', 'naik', 'tangga', 'masuk', 'toilet', 'rumah', 'rdy']"
809,809,"Kasus KDRT, Kapan Polisi Tahan Rizky Billar?

Baca selengkapnya disini
https://t.co/WTCIeA6NKP

#RizkyBillar #LestiKejora #KDRT #Selingkuh #MataIndonesia",kasus kdrt kapan polisi tahan rizky billar baca selengkapnya disini ,"['kasus', 'kdrt', 'kapan', 'polisi', 'tahan', 'rizky', 'billar', 'baca', 'lengkap', 'sini']"
810,810,"Apresiasi kinerja polisi. Inspiratif, kinerjanya menginspirasi klub liga jerman dan spanyol dalam membuat koreo! 🤗 https://t.co/BP8PYQehfG",apresiasi kinerja polisi inspiratif kinerjanya menginspirasi klub liga jerman spanyol membuat koreo 🤗 ,"['apresiasi', 'kerja', 'polisi', 'inspiratif', 'kerja', 'inspirasi', 'klub', 'liga', 'jerman', 'spanyol', 'buat', 'koreo', '']"
811,811,"Terjebak di Pemakaman Wilayah Cikunir, Pemuda Bercelurit Ditangkap Polisi 

 https://t.co/2F6KxSQ6Xw",terjebak pemakaman wilayah cikunir pemuda bercelurit ditangkap polisi ,"['jebak', 'makam', 'wilayah', 'cikunir', 'pemuda', 'celurit', 'tangkap', 'polisi']"
812,812,@besti Minta maafnya pas udah dibawain polisi? Kalo ga gtu apa ga mau minta maap😵‍💫,minta maafnya sudah dibawain polisi kalau begitu apa mau minta maap😵‍💫 ,"['minta', 'maaf', 'sudah', 'dibawain', 'polisi', 'kalau', 'begitu', 'apa', 'mau', 'minta', 'maap']"
813,813,Kebanyakan makan uang kurang benar ngak punya penghirmatan sesama pengabdi negara .polisi  now https://t.co/whUZgdsv7E,kebanyakan makan uang kurang benar punya penghirmatan sesama pengabdi negara polisi now ,"['banyak', 'makan', 'uang', 'kurang', 'benar', 'punya', 'penghirmatan', 'sama', 'abdi', 'negara', 'polisi', 'now']"
814,814,"Viral Video Pria Berseragam Polisi Diamankan Petugas, Ternyata… https://t.co/LUkdVNUL7x",viral video pria berseragam polisi diamankan petugas ternyata… ,"['viral', 'video', 'pria', 'seragam', 'polisi', 'aman', 'tugas', 'nyata']"
